"genus","cont","phyl.age","fossil.age"
"Marmosops",1,17.79539776385,0.012
"Marmota",1,10.5948915744,9.6
"Martes",1,16.068868859465,23.03
"Mastacomys",1,3.7660294815,2.588
"Mastomys",1,9.66842921834001,5.332
"Maxomys",1,15.92235636325,NA
"Mazama",2,9.25272669981499,2.588
"Megadendromus",1,4.6961601345,NA
"Megaderma",1,26.20004005845,20
"Megadontomys",1,8.355516997475,NA
"Megaerops",1,7.53417572879999,NA
"Megalibgwilia",1,24.23784386,2.588
"Megaloceros",1,7.3663263525,3.2
"Megaloglossus",1,3.5826950665,NA
"Megalonyx",1,9.932582448,10.3
"Megalotragus",1,0.8110127837,5.332
"Megasorex",1,9.4222326465,NA
"Megatherium",1,3.79916162449997,17.5
"Melanomys",1,0.926142023009967,NA
"Meles",1,5.55119498827492,5.332
"Mellivora",2,22.073841895,23.03
"Melogale",1,19.26018440366,NA
"Melomys",1,5.577432227015,0.012
"Melonycteris",1,9.95313651134998,NA
"Melursus",1,3.412414678,NA
"Menetes",1,5.157835154,NA
"Mephitis",1,5.40621004376498,3.5
"Meriones",2,6.81552355685,5.332
"Mesechinus",1,3.03860477904998,NA
"Mesembriomys",1,3.01785874298992,NA
"Mesocricetus",1,10.79284479846,7.246
"Mesomys",1,5.18164662697496,0.012
"Mesophylla",2,2.446534663,NA
"Metachirus",1,18.0137003,0.012
"Micaelamys",1,NA,NA
"Micoureus",2,NA,16.3
"Microakodontomys",1,3.778294484,NA
"Microcavia",1,16.254448512,5.332
"Microdillus",1,10.37229736,NA
"Microdipodops",1,15.48000041335,3
"Micromys",1,14.099500845,8.7
"Micronycteris",2,28.96319423465,0.126
"Micropotamogale",1,20.011172679,NA
"Micropteropus",1,1.44919070252499,NA
"Microryzomys",1,1.15600228988997,NA
"Microsciurus",1,2.97177006460001,0.012
"Microtus",2,7.35334528690001,5.332
"Millardia",1,7.46028537593997,NA
"Mimetillus",1,8.9642626635,NA
"Mimon",2,5.00239831884995,NA
"Miniopterus",3,46.0000237089,13.65
"Miopithecus",1,6.32797077553001,NA
"Miracinonyx",1,1.6381248375,4.9
"Mirounga",1,7.36337138955989,20.43
"Mixotoxodon",1,27.99999614,2.588
"Mogera",1,7.61929456204995,0.126
"Molossops",1,18.12243021385,0.012
"Molossus",2,19.81457726237,0.012
"Monachus",2,2.316534788,2.588
"Monodelphis",1,19.646695576,5.332
"Mops",2,9.97802670672002,0.012
"Mormoops",2,30.12504574135,0.126
"Mormopterus",1,41.24681667505,21
"Moschiola",1,36.85852947956,NA
"Moschus",1,19.69002733931,8.7
"Mungos",1,7.54290808985002,5.332
"Muntiacus",1,9.25219435112495,8.7
"Muriculus",1,9.0184800855,NA
"Murina",1,14.03389501076,5.332
"Mus",2,9.01847623053999,8.7
"Muscardinus",1,21.192650575,15.97
"Musonycteris",1,6.688708533,NA
"Mustela",3,16.5408410591049,20.43
"Mylodon",1,1.528979867,2.588
"Mylohyus",1,1.95936016,7.9
"Mylomys",1,3.13946827498494,NA
"Myocastor",1,15.82999782,9
"Myodes",2,12.37208816497,5.332
"Myomimus",1,10.8920085502,23.03
"Myomys",1,NA,NA
"Myomyscus",1,13.10929984994,NA
"Myonycteris",1,3.37577942352498,NA
"Myoprocta",1,20.60184493585,0.012
"Myopterus",1,17.1804419451,NA
"Myopus",1,6.2457144015,NA
"Myosciurus",1,13.003996985,NA
"Myosorex",1,23.89614331145,7.246
"Myospalax",1,10.3703224587,2.588
"Myotis",2,33.6760351604,33.9
"Myotomys",1,NA,NA
"Myrmecobius",1,23.930750495,NA
"Myrmecophaga",2,16.523000425,4.9
"Mystromys",1,17.119251315,7.246
"Naemorhedus",1,3.65981262619048,NA
"Nandinia",1,39.65999454,NA
"Nanger",1,3.10226374596494,NA
"Nanonycteris",1,1.6526953035,NA
"Napaeozapus",1,6.811144609,2.588
"Nasua",2,10.42296740835,7.9
"Nasuella",1,2.348065046,NA
"Natalus",1,15.5069178726,0.0043
"Navahoceros",1,2.7711246185,2
"Neacomys",1,4.651834679425,0.012
"Neamblysomus",1,2.55179420535001,NA
"Necromys",1,6.98312527710002,6.8
"Nectogale",1,2.683614743,NA
"Nectomys",1,1.81992308750996,2.588
"Nelsonia",1,15.94601020355,NA
"Neochoerus",1,7.3584601565,4.9
"Neodon",1,3.19697841676746,NA
"Neofelis",1,4.80912974647498,0.126
"Neofiber",1,6.0206643795,2.588
"Neomys",1,13.0671182535,4.9
"Neonycteris",1,4.990798789,NA
"Neophoca",1,0.60985280215,2.588
"Neoromicia",2,7.58160953414996,NA
"Neosclerocalyptus",1,5.9759399375,5.332
"Neotetracus",1,11.198748965,NA
"Neothoracophorus",1,NA,15.97
"Neotoma",1,14.9859396315,12.4
"Neotomodon",1,3.9826696365,NA
"Neotomys",1,1.9345498265,0.0276
"Neotragus",1,6.96868247768998,2.588
"Neovison",1,5.6016995643599,NA
"Nesokia",2,3.33888123806503,2.588
"Nesolagus",1,5.18492562150001,NA
"Neurotrichus",1,51.99999284,9.7
"Neusticomys",1,11.5614182397499,NA
"Ningaui",1,12.3508302999999,2.588
"Niviventer",1,8.69832449411503,2.588
"Noctilio",2,34.2200253316,16.3
"Nomascus",1,8.89996166600001,0.781
"Nothropus",1,NA,2.588
"Nothrotheriops",1,2.358370138,4.9
"Nothrotherium",1,2.358370138,2.588
"Notiomys",1,2.251965209,NA
"Notiosorex",1,9.4222876885,6.1
"Notomys",1,4.70138551133995,NA
"Notoryctes",1,59.6000218437,NA
"Nototherium",1,NA,5.332
"Nyctalus",2,4.970957291575,0.781
"Nyctereutes",1,3.475784666,8.7
"Nycteris",2,51.3600229709001,5.332
"Nycticebus",1,22.4475306329499,15.97
"Nycticeinops",2,3.8089851565,NA
"Nycticeius",1,16.25426928415,0.126
"Nyctimene",1,8.50563934554996,NA
"Nyctinomops",2,15.682200707965,NA
"Nyctomys",1,12.87214934,NA
"Nyctophilus",2,3.91009513565,2.588
"Ochotona",1,36.64298810285,15.97
"Ochrotomys",1,18.71304808,0.3
"Ocnopus",1,NA,2.588
"Octodon",1,5.90299584770001,NA
"Octodontomys",1,15.291498555,NA
"Octomys",1,12.521898275,NA
"Odobenus",2,14.68999798,11.608
"Odocoileus",2,2.77115716901003,4.9
"Oecomys",1,4.820882497635,0.012
"Oenomys",1,5.18474486553998,NA
"Okapia",1,7.799998926,5.332
"Olallamys",1,2.95078564446498,NA
"Oligoryzomys",2,3.77831396771499,2.588
"Ommatophoca",1,4.1397751485,2.588
"Ondatra",2,6.0206643795,4.9
"Onohippidium",1,NA,NA
"Onychogalea",1,9.98346351050001,23.03
"Onychomys",1,12.29049538925,8.3
"Oreamnos",1,2.8348036804255,1.8
"Oreonax",1,9.476229076,NA
"Oreotragus",1,6.841670162,23.03
"Ornithorhynchus",1,36.66999495,5.332
"Orthogeomys",1,14.6725380282,4.9
"Orycteropus",1,78.57998918,28.4
"Oryctolagus",2,7.178699119,11.608
"Oryx",2,2.93402866414996,5.332
"Oryzomys",2,2.65500848490995,4.7
"Osgoodomys",1,8.323411943,NA
"Otaria",1,3.972629626,33.9
"Otocyon",1,3.475784666,3.6
"Otolemur",1,5.799410182,NA
"Otomops",1,32.05695428287,NA
"Otomys",1,10.795200890825,5.332
"Otonycteris",2,9.4012487055,NA
"Otonyctomys",1,12.87214934,NA
"Ototylomys",1,11.129747215,NA
"Ourebia",1,6.8452702955,NA
"Ovibos",2,1.687529594,2.588
"Ovis",1,1.48547894538503,5.332
"Oxymycterus",1,9.21109418144998,2.588
"Ozotoceros",1,1.636089836,2.588
"Pachyuromys",1,10.129453605,NA
"Pagophilus",1,3.5034941565,2.588
"Paguma",1,9.4400715335,2.588
"Palaeolama",1,19.061065073085,4.9
"Palaeoloxodon",1,NA,23.03
"Palorchestes",1,10.048072672,23.03
"Pampatherium",1,14.24996489991,3.6
"Pan",1,6.86281530545,NA
"Panochthus",1,5.2068593915,3.6
"Panthera",4,4.80912974647498,23.03
"Pantholops",1,6.1084834445,NA
"Papio",2,4.13825804031504,7.246
"Pappogeomys",1,6.57664037826495,0.126
"Paraceros",1,2.6992892655,NA
"Paracoelops",1,13.417500695,NA
"Paracrocidura",1,1.48111719792005,NA
"Paracynictis",1,1.5717900575,NA
"Paradipus",1,13.511296535,NA
"Paradoxurus",1,9.44014656028999,0.781
"Paraechinus",2,6.26727715289996,NA
"Paralomys",1,0.81738665005,NA
"Paramylodon",1,1.466855036,4.9
"Parantechinus",1,8.14082021,NA
"Parascalops",1,9.2432903975,7.3
"Parascaptor",1,4.730028557,NA
"Paraxerus",1,11.5413401983,11.608
"Pardofelis",1,4.379955288,NA
"Parotomys",1,8.95262403066501,2.588
"Pearsonomys",1,3.404250088,NA
"Pecari",2,5.251798637,0.126
"Pectinator",1,7.432890274,1.806
"Pedetes",1,51.7900229136,5.332
"Pelea",1,5.7540650615,NA
"Pelomys",1,3.13946827498494,7.246
"Pelorovis",1,1.7214803165,5.332
"Perameles",1,13.90846000305,5.332
"Perodicticus",1,18.491901225,NA
"Perognathus",1,21.1301635552,16.9
"Peromyscus",1,12.29049538925,15.97
"Peropteryx",2,22.3743084575,NA
"Petaurillus",1,5.672456469895,NA
"Petaurista",1,13.297425156,2.588
"Petauroides",1,9.30350135870002,4.46
"Petaurus",1,23.3000268456999,2.588
"Petinomys",1,6.96264422414999,NA
"Petrodromus",1,5.161609673,NA
"Petrogale",1,5.89213345084997,NA
"Petromus",1,26.1599964,0.126
"Petromyscus",1,10.07308784295,NA
"Petropseudes",1,11.51009879,NA
"Phacochoerus",1,4.34751792685003,5.332
"Phaenomys",1,2.759034353,NA
"Phaiomys",1,4.007635245,NA
"Phalanger",1,10.14020142285,NA
"Phascogale",1,9.67652904350001,2.588
"Phascolarctos",1,32.51999552,5.332
"Phascolomys",1,2.4795297395,2.588
"Phascolonus",1,2.4795297395,23.03
"Phenacomys",1,6.725362454915,2.588
"Philander",2,9.00255546185,9
"Philantomba",1,9.05512104125497,NA
"Philetor",1,5.5935979455,NA
"Phoca",2,4.00959018126494,23.03
"Phodopus",1,11.38603342151,NA
"Phoniscus",1,18.81121962795,NA
"Phylloderma",2,3.701285015,NA
"Phyllomys",1,2.961162543435,NA
"Phyllostomus",2,13.218924487845,0.012
"Phyllotis",1,4.93523180792994,2.588
"Piliocolobus",1,NA,NA
"Pipanacoctomys",1,9.0185078145,NA
"Pipistrellus",2,26.10178494885,8.7
"Pithecheir",1,1.77200986949998,NA
"Pithecia",1,16.390935369,0.012
"Planigale",1,15.5443903635,0.012
"Platacanthomys",1,18.790700465,8.7
"Platalina",1,2.147285185,NA
"Platygonus",1,1.95936016,23.03
"Platymops",1,4.42249544,NA
"Platyrrhinus",2,7.491902817795,NA
"Plaxhaplous",1,NA,2.588
"Plecotus",1,14.5377732001,8.7
"Plerotes",1,4.249324415,NA
"Podomys",1,3.9826696365,1.8
"Podoxymys",1,4.2783943825,NA
"Poecilogale",1,6.6955183335,3.6
"Poelagus",1,3.1036941835,NA
"Pogonomys",1,4.63205764973494,NA
"Poiana",1,8.29276379295495,NA
"Pongo",1,10.590028598,2.588
"Potamochoerus",1,5.2187291997,11.608
"Potamogale",1,20.01114265,NA
"Potorous",1,12.7706263722,5.332
"Potos",2,23.99999669,0.012
"Praomys",1,9.6934210106375,23.03
"Presbytis",1,11.191102136,0.012
"Priodontes",1,15.70710033,0.012
"Prionailurus",1,4.73177486573993,2.588
"Prionodon",1,29.45002599991,NA
"Prionomys",1,6.5378700445,NA
"Procapra",1,5.51081440181001,NA
"Procavia",2,3.2910256045,7.246
"Procolobus",1,10.131734079,NA
"Procoptodon",1,4.34147950930003,5.332
"Procyon",1,9.8424412310899,7.7
"Proechimys",2,12.7184603754,2.588
"Proedromys",1,5.94406032667495,NA
"Profelis",1,NA,NA
"Prometheomys",1,18.44574614,NA
"Promops",2,19.81457726237,NA
"Pronolagus",1,3.103745521085,5.332
"Propleopus",1,26.32529302,4.2
"Propraopus",1,22.27949085695,2.588
"Proteles",1,4.10527468,5.332
"Protemnodon",1,5.32298823359996,23.03
"Protocyon",1,1.172894875,2.588
"Protopithecus",1,4.5966391655,2.588
"Protoxerus",1,8.10004893919999,2.588
"Przewalskium",1,NA,NA
"Psammomys",2,9.32887942332498,NA
"Pseudalopex",1,3.51190217602496,NA
"Pseudantechinus",1,10.4408341005,NA
"Pseudocheirus",1,15.26157617345,5.332
"Pseudochirops",1,24.9000266236999,23.03
"Pseudochirulus",1,15.26157617345,NA
"Pseudois",1,1.25211071395,5.332
"Pseudomys",1,3.76606963993996,5.332
"Pseudopotto",1,NA,NA
"Pseudoryx",1,7.380130004,NA
"Pseudoryzomys",1,1.6626093895,NA
"Pteromys",1,8.88743177550005,0.126
"Pteromyscus",1,3.8300144725,NA
"Pteronotus",2,30.12504574135,NA
"Pteronura",1,13.841250905,2.588
"Pteropus",1,13.3836897077,0.012
"Ptilocercus",1,55.8799923,33.9
"Pudu",1,2.80447025261496,NA
"Puma",2,1.6381248375,5.332
"Punomys",1,3.50731064387994,NA
"Pusa",2,2.5578399527425,0.126
"Pygathrix",1,5.87839618465001,0.781
"Pygeretmus",1,20.9575977124,NA
"Pygoderma",1,0.46783801765,NA
"Ramsaya",1,NA,NA
"Rangifer",1,7.975807071,3.4
"Raphicerus",1,4.30464231857996,23.03
"Rattus",2,6.86729179621502,5.332
"Ratufa",1,18.1907175482,22.4
"Redunca",1,2.27632311553497,23.03
"Reithrodon",1,8.68852377269999,0.781
"Reithrodontomys",2,12.368229190305,4.9
"Rhabdomys",1,4.537519375,7.246
"Rhagomys",1,6.47152140479998,0.781
"Rheomys",1,9.80861163004998,NA
"Rhinoceros",1,30.28294890649,23.03
"Rhinolophus",2,42.240024225,37.2
"Rhinonicteris",1,12.7298647615,NA
"Rhinophylla",1,12.4164723125,NA
"Rhinopithecus",1,5.87839618465001,0.781
"Rhinopoma",2,52.68002279,NA
"Rhinosciurus",1,6.5875149625,NA
"Rhipidomys",1,11.4774813855499,0.012
"Rhizomys",1,13.57371528935,15.97
"Rhogeessa",2,21.08621387115,0.126
"Rhombomys",1,6.8155400115,NA
"Rhynchocyon",1,49.140023281,28.4
"Rhynchogale",1,2.319315134,NA
"Rhyncholestes",1,8.8823877335,NA
"Rhynchonycteris",2,25.03539365,0.012
"Romerolagus",1,7.469410065,NA
"Rousettus",2,16.389963046,2.588
"Rucervus",1,6.61320565202498,NA
"Rupicapra",1,3.32980412417503,2.588
"Rusa",1,5.23965107042496,NA
"Ruwenzorisorex",1,5.619235241,NA
"Saccolaimus",2,31.2451860995,NA
"Saccopteryx",2,22.1020034926,NA
"Saccostomus",1,12.9417182799,23.03
"Saguinus",1,14.8900280054,0.012
"Saiga",1,6.889454414,1.8
"Saimiri",1,16.800027743,17.5
"Salinoctomys",1,5.2131780855,NA
"Salinomys",1,3.4977556425,NA
"Salpingotulus",1,7.715148063,NA
"Salpingotus",1,7.71520310519998,NA
"Sarcophilus",1,7.2993151705,5.332
"Sauromys",1,4.42249544,NA
"Scalopus",1,6.5142604285,4.9
"Scapanulus",1,28.46164729,15.97
"Scapanus",1,6.51421807469498,11.7
"Scapteromys",1,6.40836429208992,4
"Scaptochirus",1,3.803974476,2.588
"Scaptonyx",1,36.62734729,16.9
"Scelidodon",1,0.65704401825,29
"Scelidotherium",1,5.7471185125,6.8
"Sciurillus",1,18.190697495,NA
"Sciurotamias",1,21.95295454353,9.7
"Sciurus",2,14.41579753385,30.8
"Sclerocalyptus",1,NA,2.588
"Scleronycteris",1,1.8438201575,NA
"Scolomys",1,7.24754042314992,NA
"Scoteanax",1,8.561394065,NA
"Scotinomys",1,9.46028745535498,NA
"Scotoecus",1,10.0784543874139,NA
"Scotomanes",1,8.5440027225,0.126
"Scotonycteris",1,6.27064261369997,NA
"Scotophilus",2,35.836056987,15.97
"Scotorepens",1,3.80897269789996,NA
"Scotozous",1,2.4325297725,NA
"Scutisorex",1,6.3643794225,2.588
"Sekeetamys",2,11.494848915,NA
"Selevinia",1,10.8919485,NA
"Semnopithecus",1,8.08215300595001,NA
"Setonix",1,7.1762735145,0.012
"Sicista",1,27.8733287187,5.332
"Sigmodon",2,12.34417540495,4.9
"Sigmodontomys",2,1.13248444720998,NA
"Simosthenurus",1,4.3414439585,5.332
"Sinomegaceros",1,3.551535077845,NA
"Smilodon",2,23.15272686891,4.9
"Sminthopsis",1,12.3508303,5.332
"Sorex",2,30.144800879,16.9
"Soriculus",1,9.0545700065,5.332
"Spalacopus",1,6.7523452775,NA
"Spalax",2,30.56062084585,7.246
"Speothos",1,3.71560522,2.588
"Spermophilopsis",1,29.225155365,NA
"Spermophilus",2,16.46399169595,17.5
"Sphaerias",1,6.34828824,NA
"Sphaeronycteris",1,0.4461130119,NA
"Sphiggurus",1,8.26744303685005,NA
"Spilocuscus",1,12.08417862078,NA
"Spilogale",1,8.89720935197495,4.9
"Spirocerus",1,3.623864616,5.332
"Steatomys",1,7.39374163020001,7.246
"Stegodon",1,19.89399457065,23.03
"Stegomastodon",1,NA,5.8
"Stenocephalemys",1,6.88169941765504,NA
"Stephanorhinus",2,11.44790846911,9.7
"Sthenurus",1,11.38389949255,5.332
"Stochomys",1,6.159797738,NA
"Stockoceros",1,1.3026161263,4.9
"Sturnira",2,11.687423029045,0.012
"Stylodipus",1,5.80620537384998,NA
"Suncus",2,32.625966815,23.03
"Sundamys",1,5.46782357949998,NA
"Sundasciurus",1,11.2017528577,NA
"Surdisorex",1,18.414853428,NA
"Suricata",1,3.997760068,2.588
"Sus",1,4.24120446501002,23.03
"Syconycteris",1,6.28209755695002,NA
"Sylvicapra",1,8.123879224,2.588
"Sylvilagus",2,7.65874599209999,4.9
"Sylvisorex",1,29.2122397451,2.588
"Symphalangus",1,5.6097385935,0.126
"Synaptomys",1,8.16576759505499,3.2
"Syncerus",1,1.7214803165,5.332
"Syntheosciurus",1,4.436540193,NA
"Tachyglossus",1,21.628847025,2.588
"Tachyoryctes",1,13.57371528935,11.608
"Tadarida",2,34.20751792185,37.2
"Talpa",1,13.15362416515,23.03
"Tamandua",2,16.5229954645,0.012
"Tamias",1,18.0203649065,16.9
"Tamiasciurus",1,14.49238149885,5.332
"Tamiops",1,6.5875275047,8.7
"Tapecomys",1,2.847415196,NA
"Taphozous",2,29.878981287,22.4
"Tapirus",2,51.83002290761,33.9
"Tarsipes",1,38.11999475,0.012
"Tarsius",1,62.410021457,48.6
"Tatera",1,9.0273437565,5.332
"Taterillus",1,13.575607273965,NA
"Taurotragus",1,NA,23.03
"Taxidea",1,25.79999645,5.8
"Tayassu",2,5.6291801095,6.7
"Tetracerus",1,4.0672044395,NA
"Tetrameryx",1,1.3026161263,4.9
"Thallomys",1,1.7925290062714,5.332
"Thalpomys",1,4.34486587200496,NA
"Thamnomys",1,5.20230422697998,0.126
"Thaptomys",1,8.271663228,NA
"Theriodictis",1,0.95463614955,4.9
"Theropithecus",1,8.585443818,7.246
"Thomasomys",1,9.61952261729995,NA
"Thomomys",1,32.5800255597,11.8
"Thrichomys",1,13.44420049465,2.588
"Thryonomys",1,26.1600264387,23.03
"Thylacinus",1,29.99999587,28.4
"Thylacoleo",1,23.056144195,23.03
"Thylamys",1,12.6083968325,16.3
"Thylogale",1,5.56812562399996,5.332
"Thyroptera",2,42.020024257,16.3
"Tlacuatzin",1,16.929397665,NA
"Tolypeutes",1,14.55162739325,1.2
"Tomopeas",1,35.535195105,NA
"Tonatia",2,6.36617863779996,0.012
"Toxodon",1,17.235645505,11.608
"Trachops",2,7.179670209,0.126
"Trachypithecus",1,8.08215300595001,2.588
"Tragelaphus",1,8.56547108253995,23.03
"Tragulus",1,36.57016587615,NA
"Tremarctos",1,5.25761005376498,4.9
"Triaenops",2,9.45227858205004,0.012
"Trichechus",1,30.440025851,23.03
"Trichosurus",1,7.1754094666,15.97
"Trichys",1,27.49999621,0.126
"Trinomys",1,10.16507953755,NA
"Trinycteris",2,8.4392193295,NA
"Trogontherium",1,NA,15.97
"Trogopterus",1,1.1746900903,2.588
"Troposodon",1,4.727280166,5.332
"Tscherskia",1,1.9458050715,NA
"Tupaia",1,13.5074531917,15.97
"Tylomys",1,11.129782114915,NA
"Tylonycteris",1,6.05967430372498,0.126
"Tympanoctomys",1,11.19815074,NA
"Typhlomys",1,18.790700465,8.7
"Uncia",1,NA,2.588
"Uranomys",1,18.546595295,NA
"Urocyon",2,15.2661816763399,11.5
"Uroderma",2,4.83477222889998,NA
"Uromys",1,7.21457923004999,0.012
"Uropsilus",1,13.489817903195,0.126
"Ursus",3,3.89964018176496,23.03
"Valgipes",1,0.65704401825,2.588
"Vampyressa",2,2.44656110921495,NA
"Vampyrodes",2,0.72136896605,NA
"Vampyrum",2,11.6276007,NA
"Vandeleuria",1,14.03062362355,NA
"Vernaya",1,8.6741244595,NA
"Vespadelus",1,6.87439593569996,NA
"Vespertilio",1,9.22617303922498,5.332
"Vicugna",1,4.1597539915,0.781
"Viverra",1,9.13660023353497,23.03
"Viverricula",1,12.59294883,2.588
"Volemys",1,1.87526897479997,NA
"Vombatus",1,7.8648649932,23.03
"Vormela",1,11.66414703,8.7
"Vulpes",3,10.909317429785,15.97
"Wallabia",1,3.91770251419994,5.332
"Warenja",1,NA,NA
"Wiedomys",1,8.41664558024994,NA
"Wilfredomys",1,4.82219514,NA
"Windhausenia",1,NA,3.6
"Wyulda",1,7.175389457,28.4
"Xenomys",1,7.901185591,NA
"Xeromys",1,4.998214514,NA
"Xerus",1,19.57569703985,16.9
"Zaedyus",1,5.4020095055,9
"Zaglossus",1,21.6288770225,5.332
"Zalophus",2,1.92326811508496,15.97
"Zapus",1,6.81116964194998,4.9
"Zelotomys",1,3.51947220542501,5.332
"Zenkerella",1,36.468792415,22.4
"Zygodontomys",1,6.00278413729996,0.012
"Zygogeomys",1,14.67249798,NA
"Zygomaturus",1,1.736769663,7.246
"Zyzomys",1,5.42992135167495,NA
